risk_value,date,daily_variation,trend
4156,2002-01-25,-54.0,Decrease
4101,2002-01-28,-55.0,Decrease
4123,2002-01-29,22.0,Increase
4129,2002-01-30,6.0,Increase
4352,2002-01-31,223.0,Increase
4497,2002-02-01,145.0,Increase
4581,2002-02-04,84.0,Increase
4457,2002-02-05,-124.0,Decrease
4471,2002-02-06,14.0,Increase
4511,2002-02-07,40.0,Increase
4412,2002-02-08,-99.0,Decrease
4350,2002-02-11,-62.0,Decrease
4235,2002-02-12,-115.0,Decrease
4100,2002-02-13,-135.0,Decrease
4013,2002-02-14,-87.0,Decrease
3943,2002-02-15,-70.0,Decrease
4026,2002-02-18,83.0,Increase
3987,2002-02-19,-39.0,Decrease
3992,2002-02-20,5.0,Increase
4092,2002-02-21,100.0,Increase
4171,2002-02-22,79.0,Increase
4087,2002-02-25,-84.0,Decrease
4112,2002-02-26,25.0,Increase
4123,2002-02-27,11.0,Increase
4098,2002-02-28,-25.0,Decrease
4170,2002-03-01,72.0,Increase
4144,2002-03-04,-26.0,Decrease
4222,2002-03-05,78.0,Increase
4305,2002-03-06,83.0,Increase
4286,2002-03-07,-19.0,Decrease
4407,2002-03-08,121.0,Increase
4479,2002-03-11,72.0,Increase
4505,2002-03-12,26.0,Increase
4656,2002-03-13,151.0,Increase
4830,2002-03-14,174.0,Increase
4943,2002-03-15,113.0,Increase
5155,2002-03-18,212.0,Increase
5030,2002-03-19,-125.0,Decrease
4972,2002-03-20,-58.0,Decrease
4958,2002-03-21,-14.0,Decrease
5089,2002-03-22,131.0,Increase
5223,2002-03-25,134.0,Increase
5291,2002-03-26,68.0,Increase
5024,2002-03-27,-267.0,Decrease
5013,2002-03-28,-11.0,Decrease
5043,2002-03-29,30.0,Increase
5018,2002-04-01,-25.0,Decrease
5021,2002-04-02,3.0,Increase
5010,2002-04-03,-11.0,Decrease
5006,2002-04-04,-4.0,Decrease
4815,2002-04-05,-191.0,Decrease
4861,2002-04-08,46.0,Increase
4886,2002-04-09,25.0,Increase
4936,2002-04-10,50.0,Increase
4855,2002-04-11,-81.0,Decrease
4803,2002-04-12,-52.0,Decrease
4615,2002-04-15,-188.0,Decrease
4588,2002-04-16,-27.0,Decrease
4443,2002-04-17,-145.0,Decrease
4648,2002-04-18,205.0,Increase
4569,2002-04-19,-79.0,Decrease
4935,2002-04-22,366.0,Increase
4965,2002-04-23,30.0,Increase
4885,2002-04-24,-80.0,Decrease
4865,2002-04-25,-20.0,Decrease
4938,2002-04-26,73.0,Increase
4896,2002-04-29,-42.0,Decrease
4831,2002-04-30,-65.0,Decrease
4772,2002-05-01,-59.0,Decrease
4828,2002-05-02,56.0,Increase
4801,2002-05-03,-27.0,Decrease
4897,2002-05-06,96.0,Increase
4904,2002-05-07,7.0,Increase
4998,2002-05-08,94.0,Increase
5094,2002-05-09,96.0,Increase
5195,2002-05-10,101.0,Increase
5131,2002-05-13,-64.0,Decrease
5153,2002-05-14,22.0,Increase
5192,2002-05-15,39.0,Increase
5205,2002-05-16,13.0,Increase
5254,2002-05-17,49.0,Increase
5378,2002-05-20,124.0,Increase
5605,2002-05-21,227.0,Increase
5808,2002-05-22,203.0,Increase
5948,2002-05-23,140.0,Increase
5937,2002-05-24,-11.0,Decrease
5720,2002-05-27,-217.0,Decrease
6027,2002-05-28,307.0,Increase
6085,2002-05-29,58.0,Increase
5900,2002-05-30,-185.0,Decrease
6123,2002-05-31,223.0,Increase
5916,2002-06-03,-207.0,Decrease
5963,2002-06-04,47.0,Increase
6037,2002-06-05,74.0,Increase
6073,2002-06-06,36.0,Increase
6098,2002-06-07,25.0,Increase
6075,2002-06-10,-23.0,Decrease
6151,2002-06-11,76.0,Increase
6146,2002-06-12,-5.0,Decrease
6161,2002-06-13,15.0,Increase
6366,2002-06-14,205.0,Increase
5944,2002-06-17,-422.0,Decrease
5942,2002-06-18,-2.0,Decrease
6122,2002-06-19,180.0,Increase
6062,2002-06-20,-60.0,Decrease
6162,2002-06-21,100.0,Increase
6362,2002-06-24,200.0,Increase
6566,2002-06-25,204.0,Increase
6913,2002-06-26,347.0,Increase
6802,2002-06-27,-111.0,Decrease
6791,2002-06-28,-11.0,Decrease
7030,2002-07-01,239.0,Increase
7149,2002-07-02,119.0,Increase
7199,2002-07-03,50.0,Increase
7198,2002-07-04,-1.0,Decrease
7155,2002-07-05,-43.0,Decrease
7026,2002-07-08,-129.0,Decrease
6860,2002-07-09,-166.0,Decrease
6683,2002-07-10,-177.0,Decrease
6839,2002-07-11,156.0,Increase
6783,2002-07-12,-56.0,Decrease
6742,2002-07-15,-41.0,Decrease
6631,2002-07-16,-111.0,Decrease
6610,2002-07-17,-21.0,Decrease
6762,2002-07-18,152.0,Increase
6636,2002-07-19,-126.0,Decrease
6814,2002-07-22,178.0,Increase
6593,2002-07-23,-221.0,Decrease
6907,2002-07-24,314.0,Increase
7056,2002-07-25,149.0,Increase
6763,2002-07-26,-293.0,Decrease
6634,2002-07-29,-129.0,Decrease
6711,2002-07-30,77.0,Increase
6952,2002-07-31,241.0,Increase
7048,2002-08-01,96.0,Increase
7075,2002-08-02,27.0,Increase
7136,2002-08-05,61.0,Increase
7040,2002-08-06,-96.0,Decrease
7222,2002-08-07,182.0,Increase
7064,2002-08-08,-158.0,Decrease
6955,2002-08-09,-109.0,Decrease
6938,2002-08-12,-17.0,Decrease
7008,2002-08-13,70.0,Increase
7038,2002-08-14,30.0,Increase
6842,2002-08-15,-196.0,Decrease
6597,2002-08-16,-245.0,Decrease
6684,2002-08-19,87.0,Increase
6619,2002-08-20,-65.0,Decrease
6495,2002-08-21,-124.0,Decrease
6340,2002-08-22,-155.0,Decrease
6184,2002-08-23,-156.0,Decrease
6098,2002-08-26,-86.0,Decrease
6138,2002-08-27,40.0,Increase
6558,2002-08-28,420.0,Increase
6398,2002-08-29,-160.0,Decrease
6435,2002-08-30,37.0,Increase
6432,2002-09-02,-3.0,Decrease
6226,2002-09-03,-206.0,Decrease
6265,2002-09-04,39.0,Increase
6054,2002-09-05,-211.0,Decrease
6046,2002-09-06,-8.0,Decrease
6113,2002-09-09,67.0,Increase
6190,2002-09-10,77.0,Increase
6181,2002-09-11,-9.0,Decrease
6181,2002-09-12,0.0,No Change
6259,2002-09-13,78.0,Increase
6305,2002-09-16,46.0,Increase
6355,2002-09-17,50.0,Increase
6404,2002-09-18,49.0,Increase
6545,2002-09-19,141.0,Increase
6722,2002-09-20,177.0,Increase
6884,2002-09-23,162.0,Increase
6883,2002-09-24,-1.0,Decrease
6321,2002-09-25,-562.0,Decrease
6336,2002-09-26,15.0,Increase
6540,2002-09-27,204.0,Increase
6606,2002-09-30,66.0,Increase
6542,2002-10-01,-64.0,Decrease
6438,2002-10-02,-104.0,Decrease
6396,2002-10-03,-42.0,Decrease
6493,2002-10-04,97.0,Increase
6517,2002-10-07,24.0,Increase
6598,2002-10-08,81.0,Increase
6635,2002-10-09,37.0,Increase
6570,2002-10-10,-65.0,Decrease
6469,2002-10-11,-101.0,Decrease
6507,2002-10-14,38.0,Increase
6383,2002-10-15,-124.0,Decrease
6511,2002-10-16,128.0,Increase
6499,2002-10-17,-12.0,Decrease
6423,2002-10-18,-76.0,Decrease
6362,2002-10-21,-61.0,Decrease
6346,2002-10-22,-16.0,Decrease
6328,2002-10-23,-18.0,Decrease
6218,2002-10-24,-110.0,Decrease
6217,2002-10-25,-1.0,Decrease
6205,2002-10-28,-12.0,Decrease
6161,2002-10-29,-44.0,Decrease
6171,2002-10-30,10.0,Increase
6412,2002-10-31,241.0,Increase
6060,2002-11-01,-352.0,Decrease
6072,2002-11-04,12.0,Increase
6118,2002-11-05,46.0,Increase
6103,2002-11-06,-15.0,Decrease
6122,2002-11-07,19.0,Increase
6081,2002-11-08,-41.0,Decrease
6081,2002-11-11,0.0,No Change
6147,2002-11-12,66.0,Increase
6145,2002-11-13,-2.0,Decrease
6127,2002-11-14,-18.0,Decrease
6164,2002-11-15,37.0,Increase
6226,2002-11-18,62.0,Increase
6211,2002-11-19,-15.0,Decrease
6114,2002-11-20,-97.0,Decrease
6286,2002-11-21,172.0,Increase
6597,2002-11-22,311.0,Increase
6231,2002-11-25,-366.0,Decrease
6398,2002-11-26,167.0,Increase
6174,2002-11-27,-224.0,Decrease
6227,2002-11-28,53.0,Increase
6192,2002-11-29,-35.0,Decrease
6263,2002-12-02,71.0,Increase
6245,2002-12-03,-18.0,Decrease
6288,2002-12-04,43.0,Increase
6448,2002-12-05,160.0,Increase
6456,2002-12-06,8.0,Increase
6275,2002-12-09,-181.0,Decrease
6265,2002-12-10,-10.0,Decrease
6253,2002-12-11,-12.0,Decrease
6313,2002-12-12,60.0,Increase
6234,2002-12-13,-79.0,Decrease
6279,2002-12-16,45.0,Increase
5967,2002-12-17,-312.0,Decrease
6114,2002-12-18,147.0,Increase
6128,2002-12-19,14.0,Increase
6128,2002-12-20,0.0,No Change
6182,2002-12-23,54.0,Increase
6213,2002-12-24,31.0,Increase
6262,2002-12-26,49.0,Increase
6331,2002-12-27,69.0,Increase
6314,2002-12-30,-17.0,Decrease
6303,2002-12-31,-11.0,Decrease
6268,2003-01-02,-35.0,Decrease
6352,2003-01-03,84.0,Increase
6114,2003-01-06,-238.0,Decrease
6020,2003-01-07,-94.0,Decrease
6002,2003-01-08,-18.0,Decrease
5930,2003-01-09,-72.0,Decrease
6000,2003-01-10,70.0,Increase
5975,2003-01-13,-25.0,Decrease
5980,2003-01-14,5.0,Increase
5996,2003-01-16,16.0,Increase
6095,2003-01-17,99.0,Increase
6095,2003-01-20,0.0,No Change
6074,2003-01-21,-21.0,Decrease
6178,2003-01-22,104.0,Increase
6178,2003-01-23,0.0,No Change
6217,2003-01-24,39.0,Increase
6165,2003-01-27,-52.0,Decrease
5838,2003-01-28,-327.0,Decrease
5919,2003-01-29,81.0,Increase
5968,2003-01-30,49.0,Increase
6047,2003-01-31,79.0,Increase
6115,2003-02-03,68.0,Increase
6141,2003-02-04,26.0,Increase
5999,2003-02-05,-142.0,Decrease
6022,2003-02-06,23.0,Increase
6037,2003-02-07,15.0,Increase
6034,2003-02-10,-3.0,Decrease
6039,2003-02-11,5.0,Increase
6093,2003-02-12,54.0,Increase
6169,2003-02-13,76.0,Increase
6288,2003-02-14,119.0,Increase
6288,2003-02-17,0.0,No Change
6288,2003-02-18,0.0,No Change
6268,2003-02-19,-20.0,Decrease
6394,2003-02-20,126.0,Increase
6319,2003-02-21,-75.0,Decrease
6588,2003-02-24,269.0,Increase
6417,2003-02-25,-171.0,Decrease
6417,2003-02-26,0.0,No Change
6691,2003-02-27,274.0,Increase
6691,2003-02-28,0.0,No Change
6691,2003-03-03,0.0,No Change
6691,2003-03-04,0.0,No Change
6758,2003-03-05,67.0,Increase
6996,2003-03-06,238.0,Increase
6986,2003-03-07,-10.0,Decrease
6997,2003-03-10,11.0,Increase
6877,2003-03-11,-120.0,Decrease
6926,2003-03-12,49.0,Increase
7004,2003-03-13,78.0,Increase
6885,2003-03-14,-119.0,Decrease
6838,2003-03-17,-47.0,Decrease
6813,2003-03-18,-25.0,Decrease
6731,2003-03-19,-82.0,Decrease
6723,2003-03-20,-8.0,Decrease
6633,2003-03-21,-90.0,Decrease
6680,2003-03-24,47.0,Increase
6654,2003-03-25,-26.0,Decrease
6165,2003-03-26,-489.0,Decrease
6135,2003-03-27,-30.0,Decrease
6119,2003-03-28,-16.0,Decrease
6119,2003-03-31,0.0,No Change
6084,2003-04-01,-35.0,Decrease
5842,2003-04-02,-242.0,Decrease
5658,2003-04-03,-184.0,Decrease
5711,2003-04-04,53.0,Increase
5672,2003-04-07,-39.0,Decrease
5631,2003-04-08,-41.0,Decrease
5717,2003-04-09,86.0,Increase
5718,2003-04-10,1.0,Increase
5592,2003-04-11,-126.0,Decrease
5568,2003-04-14,-24.0,Decrease
5565,2003-04-15,-3.0,Decrease
5586,2003-04-16,21.0,Increase
5571,2003-04-17,-15.0,Decrease
5539,2003-04-21,-32.0,Decrease
5373,2003-04-22,-166.0,Decrease
5148,2003-04-23,-225.0,Decrease
5110,2003-04-24,-38.0,Decrease
5245,2003-04-25,135.0,Increase
5279,2003-04-28,34.0,Increase
5286,2003-04-29,7.0,Increase
5138,2003-04-30,-148.0,Decrease
5150,2003-05-01,12.0,Increase
5045,2003-05-02,-105.0,Decrease
5058,2003-05-05,13.0,Increase
5195,2003-05-06,137.0,Increase
5259,2003-05-07,64.0,Increase
5213,2003-05-08,-46.0,Decrease
5232,2003-05-09,19.0,Increase
5254,2003-05-12,22.0,Increase
5071,2003-05-13,-183.0,Decrease
5375,2003-05-14,304.0,Increase
5288,2003-05-15,-87.0,Decrease
5578,2003-05-16,290.0,Increase
5334,2003-05-19,-244.0,Decrease
5492,2003-05-20,158.0,Increase
5249,2003-05-21,-243.0,Decrease
5222,2003-05-22,-27.0,Decrease
5336,2003-05-23,114.0,Increase
5336,2003-05-26,0.0,No Change
5306,2003-05-27,-30.0,Decrease
5368,2003-05-28,62.0,Increase
5234,2003-05-29,-134.0,Decrease
5252,2003-05-30,18.0,Increase
5359,2003-06-02,107.0,Increase
5327,2003-06-03,-32.0,Decrease
5208,2003-06-04,-119.0,Decrease
5032,2003-06-05,-176.0,Decrease
5068,2003-06-06,36.0,Increase
4938,2003-06-09,-130.0,Decrease
4853,2003-06-10,-85.0,Decrease
4692,2003-06-11,-161.0,Decrease
4712,2003-06-12,20.0,Increase
4603,2003-06-13,-109.0,Decrease
4463,2003-06-16,-140.0,Decrease
4363,2003-06-17,-100.0,Decrease
4448,2003-06-18,85.0,Increase
4471,2003-06-19,23.0,Increase
4451,2003-06-20,-20.0,Decrease
4541,2003-06-23,90.0,Increase
4604,2003-06-24,63.0,Increase
4523,2003-06-25,-81.0,Decrease
4516,2003-06-26,-7.0,Decrease
4523,2003-06-27,7.0,Increase
4554,2003-06-30,31.0,Increase
4618,2003-07-01,64.0,Increase
4606,2003-07-02,-12.0,Decrease
4571,2003-07-03,-35.0,Decrease
4651,2003-07-04,80.0,Increase
4678,2003-07-07,27.0,Increase
4757,2003-07-08,79.0,Increase
4734,2003-07-09,-23.0,Decrease
4767,2003-07-10,33.0,Increase
4955,2003-07-11,188.0,Increase
4881,2003-07-14,-74.0,Decrease
4836,2003-07-15,-45.0,Decrease
4835,2003-07-16,-1.0,Decrease
5031,2003-07-17,196.0,Increase
5042,2003-07-18,11.0,Increase
4933,2003-07-21,-109.0,Decrease
4795,2003-07-22,-138.0,Decrease
4800,2003-07-23,5.0,Increase
4844,2003-07-24,44.0,Increase
4668,2003-07-25,-176.0,Decrease
4707,2003-07-28,39.0,Increase
4800,2003-07-29,93.0,Increase
4964,2003-07-30,164.0,Increase
5046,2003-07-31,82.0,Increase
5191,2003-08-01,145.0,Increase
5155,2003-08-04,-36.0,Decrease
5065,2003-08-05,-90.0,Decrease
5124,2003-08-06,59.0,Increase
5152,2003-08-07,28.0,Increase
5088,2003-08-08,-64.0,Decrease
5044,2003-08-11,-44.0,Decrease
4912,2003-08-12,-132.0,Decrease
4856,2003-08-13,-56.0,Decrease
4898,2003-08-14,42.0,Increase
4906,2003-08-15,8.0,Increase
4961,2003-08-18,55.0,Increase
5000,2003-08-19,39.0,Increase
5060,2003-08-20,60.0,Increase
5062,2003-08-21,2.0,Increase
5058,2003-08-22,-4.0,Decrease
4961,2003-08-25,-97.0,Decrease
5086,2003-08-26,125.0,Increase
5197,2003-08-27,111.0,Increase
5180,2003-08-28,-17.0,Decrease
4884,2003-08-29,-296.0,Decrease
4879,2003-09-01,-5.0,Decrease
4843,2003-09-02,-36.0,Decrease
4799,2003-09-03,-44.0,Decrease
4758,2003-09-04,-41.0,Decrease
4753,2003-09-05,-5.0,Decrease
4714,2003-09-08,-39.0,Decrease
4780,2003-09-09,66.0,Increase
4753,2003-09-10,-27.0,Decrease
4723,2003-09-11,-30.0,Decrease
4825,2003-09-12,102.0,Increase
4808,2003-09-15,-17.0,Decrease
4893,2003-09-16,85.0,Increase
4992,2003-09-17,99.0,Increase
4947,2003-09-18,-45.0,Decrease
5126,2003-09-19,179.0,Increase
5374,2003-09-22,248.0,Increase
5448,2003-09-23,74.0,Increase
5379,2003-09-24,-69.0,Decrease
5402,2003-09-25,23.0,Increase
5397,2003-09-26,-5.0,Decrease
5445,2003-09-29,48.0,Increase
5483,2003-09-30,38.0,Increase
5488,2003-10-01,5.0,Increase
5497,2003-10-02,9.0,Increase
5458,2003-10-03,-39.0,Decrease
5462,2003-10-06,4.0,Increase
5351,2003-10-07,-111.0,Decrease
5384,2003-10-08,33.0,Increase
5408,2003-10-09,24.0,Increase
5369,2003-10-10,-39.0,Decrease
5300,2003-10-13,-69.0,Decrease
5348,2003-10-14,48.0,Increase
5341,2003-10-15,-7.0,Decrease
5360,2003-10-16,19.0,Increase
5409,2003-10-17,49.0,Increase
5440,2003-10-20,31.0,Increase
5439,2003-10-21,-1.0,Decrease
5535,2003-10-22,96.0,Increase
5543,2003-10-23,8.0,Increase
5615,2003-10-24,72.0,Increase
5615,2003-10-27,0.0,No Change
5612,2003-10-28,-3.0,Decrease
5669,2003-10-29,57.0,Increase
5704,2003-10-30,35.0,Increase
5704,2003-10-31,0.0,No Change
5781,2003-11-03,77.0,Increase
5998,2003-11-04,217.0,Increase
6018,2003-11-05,20.0,Increase
5996,2003-11-06,-22.0,Decrease
6021,2003-11-07,25.0,Increase
6005,2003-11-10,-16.0,Decrease
6005,2003-11-11,0.0,No Change
6111,2003-11-12,106.0,Increase
6186,2003-11-13,75.0,Increase
6263,2003-11-14,77.0,Increase
6377,2003-11-17,114.0,Increase
6385,2003-11-18,8.0,Increase
6379,2003-11-19,-6.0,Decrease
6425,2003-11-20,46.0,Increase
6507,2003-11-21,82.0,Increase
6453,2003-11-24,-54.0,Decrease
6226,2003-11-25,-227.0,Decrease
6256,2003-11-26,30.0,Increase
6256,2003-11-27,0.0,No Change
6260,2003-11-28,4.0,Increase
6237,2003-12-01,-23.0,Decrease
6184,2003-12-02,-53.0,Decrease
6215,2003-12-03,31.0,Increase
6040,2003-12-04,-175.0,Decrease
6091,2003-12-05,51.0,Increase
5986,2003-12-08,-105.0,Decrease
5828,2003-12-09,-158.0,Decrease
5616,2003-12-10,-212.0,Decrease
5733,2003-12-11,117.0,Increase
5760,2003-12-12,27.0,Increase
5952,2003-12-15,192.0,Increase
5444,2003-12-16,-508.0,Decrease
5510,2003-12-17,66.0,Increase
5580,2003-12-18,70.0,Increase
5583,2003-12-19,3.0,Increase
5589,2003-12-22,6.0,Increase
5606,2003-12-23,17.0,Increase
5605,2003-12-24,-1.0,Decrease
5629,2003-12-26,24.0,Increase
5621,2003-12-29,-8.0,Decrease
5625,2003-12-30,4.0,Increase
5631,2003-12-31,6.0,Increase
5580,2004-01-02,-51.0,Decrease
5459,2004-01-05,-121.0,Decrease
5260,2004-01-06,-199.0,Decrease
5192,2004-01-07,-68.0,Decrease
5094,2004-01-08,-98.0,Decrease
5146,2004-01-09,52.0,Increase
5287,2004-01-12,141.0,Increase
5421,2004-01-13,134.0,Increase
5566,2004-01-14,145.0,Increase
5605,2004-01-15,39.0,Increase
5705,2004-01-16,100.0,Increase
5705,2004-01-19,0.0,No Change
5699,2004-01-20,-6.0,Decrease
5820,2004-01-21,121.0,Increase
5871,2004-01-22,51.0,Increase
5855,2004-01-23,-16.0,Decrease
5896,2004-01-26,41.0,Increase
5680,2004-01-27,-216.0,Decrease
5654,2004-01-28,-26.0,Decrease
5722,2004-01-29,68.0,Increase
5764,2004-01-30,42.0,Increase
5858,2004-02-02,94.0,Increase
5805,2004-02-03,-53.0,Decrease
5801,2004-02-04,-4.0,Decrease
5821,2004-02-05,20.0,Increase
5842,2004-02-06,21.0,Increase
5837,2004-02-09,-5.0,Decrease
5916,2004-02-10,79.0,Increase
5794,2004-02-11,-122.0,Decrease
5599,2004-02-12,-195.0,Decrease
5437,2004-02-13,-162.0,Decrease
5437,2004-02-16,0.0,No Change
5498,2004-02-17,61.0,Increase
5549,2004-02-18,51.0,Increase
5560,2004-02-19,11.0,Increase
5550,2004-02-20,-10.0,Decrease
5624,2004-02-23,74.0,Increase
5618,2004-02-24,-6.0,Decrease
5697,2004-02-25,79.0,Increase
5699,2004-02-26,2.0,Increase
5865,2004-02-27,166.0,Increase
5839,2004-03-01,-26.0,Decrease
5794,2004-03-02,-45.0,Decrease
5849,2004-03-03,55.0,Increase
5839,2004-03-04,-10.0,Decrease
5970,2004-03-05,131.0,Increase
5963,2004-03-08,-7.0,Decrease
5872,2004-03-09,-91.0,Decrease
5892,2004-03-10,20.0,Increase
5679,2004-03-11,-213.0,Decrease
5574,2004-03-12,-105.0,Decrease
5606,2004-03-15,32.0,Increase
5618,2004-03-16,12.0,Increase
5606,2004-03-17,-12.0,Decrease
5596,2004-03-18,-10.0,Decrease
5608,2004-03-19,12.0,Increase
5664,2004-03-22,56.0,Increase
5658,2004-03-23,-6.0,Decrease
5740,2004-03-24,82.0,Increase
5758,2004-03-25,18.0,Increase
5496,2004-03-26,-262.0,Decrease
4889,2004-03-29,-607.0,Decrease
4881,2004-03-30,-8.0,Decrease
4872,2004-03-31,-9.0,Decrease
4772,2004-04-01,-100.0,Decrease
4729,2004-04-02,-43.0,Decrease
4764,2004-04-05,35.0,Increase
4747,2004-04-06,-17.0,Decrease
4721,2004-04-07,-26.0,Decrease
4727,2004-04-08,6.0,Increase
4740,2004-04-12,13.0,Increase
4696,2004-04-13,-44.0,Decrease
4757,2004-04-14,61.0,Increase
4754,2004-04-15,-3.0,Decrease
4630,2004-04-16,-124.0,Decrease
4662,2004-04-19,32.0,Increase
4667,2004-04-20,5.0,Increase
4645,2004-04-21,-22.0,Decrease
4675,2004-04-22,30.0,Increase
4492,2004-04-23,-183.0,Decrease
4497,2004-04-26,5.0,Increase
4592,2004-04-27,95.0,Increase
4631,2004-04-28,39.0,Increase
4650,2004-04-29,19.0,Increase
4628,2004-04-30,-22.0,Decrease
4694,2004-05-03,66.0,Increase
4686,2004-05-04,-8.0,Decrease
4696,2004-05-05,10.0,Increase
4718,2004-05-06,22.0,Increase
4695,2004-05-07,-23.0,Decrease
4799,2004-05-10,104.0,Increase
4813,2004-05-11,14.0,Increase
4819,2004-05-12,6.0,Increase
4822,2004-05-13,3.0,Increase
4908,2004-05-14,86.0,Increase
4933,2004-05-17,25.0,Increase
4945,2004-05-18,12.0,Increase
4980,2004-05-19,35.0,Increase
5062,2004-05-20,82.0,Increase
5074,2004-05-21,12.0,Increase
5127,2004-05-24,53.0,Increase
5040,2004-05-25,-87.0,Decrease
4917,2004-05-26,-123.0,Decrease
4975,2004-05-27,58.0,Increase
4964,2004-05-28,-11.0,Decrease
4950,2004-05-31,-14.0,Decrease
4689,2004-06-01,-261.0,Decrease
4817,2004-06-02,128.0,Increase
5047,2004-06-03,230.0,Increase
5013,2004-06-04,-34.0,Decrease
5004,2004-06-07,-9.0,Decrease
5032,2004-06-08,28.0,Increase
5098,2004-06-09,66.0,Increase
5017,2004-06-10,-81.0,Decrease
5024,2004-06-11,7.0,Increase
5049,2004-06-14,25.0,Increase
5116,2004-06-15,67.0,Increase
4864,2004-06-16,-252.0,Decrease
5025,2004-06-17,161.0,Increase
5026,2004-06-18,1.0,Increase
5034,2004-06-21,8.0,Increase
5057,2004-06-22,23.0,Increase
5037,2004-06-23,-20.0,Decrease
5061,2004-06-24,24.0,Increase
5107,2004-06-25,46.0,Increase
5089,2004-06-28,-18.0,Decrease
5133,2004-06-29,44.0,Increase
5188,2004-06-30,55.0,Increase
5171,2004-07-01,-17.0,Decrease
5125,2004-07-02,-46.0,Decrease
5125,2004-07-05,0.0,No Change
5095,2004-07-06,-30.0,Decrease
5128,2004-07-07,33.0,Increase
4993,2004-07-08,-135.0,Decrease
4993,2004-07-09,0.0,No Change
5025,2004-07-12,32.0,Increase
4920,2004-07-13,-105.0,Decrease
4918,2004-07-14,-2.0,Decrease
4978,2004-07-15,60.0,Increase
4926,2004-07-16,-52.0,Decrease
4976,2004-07-19,50.0,Increase
5001,2004-07-20,25.0,Increase
5050,2004-07-21,49.0,Increase
5070,2004-07-22,20.0,Increase
5072,2004-07-23,2.0,Increase
5104,2004-07-26,32.0,Increase
4910,2004-07-27,-194.0,Decrease
4982,2004-07-28,72.0,Increase
4962,2004-07-29,-20.0,Decrease
5036,2004-07-30,74.0,Increase
5031,2004-08-02,-5.0,Decrease
5110,2004-08-03,79.0,Increase
5136,2004-08-04,26.0,Increase
5094,2004-08-05,-42.0,Decrease
5175,2004-08-06,81.0,Increase
5233,2004-08-09,58.0,Increase
5308,2004-08-10,75.0,Increase
5215,2004-08-11,-93.0,Decrease
5243,2004-08-12,28.0,Increase
5233,2004-08-13,-10.0,Decrease
5226,2004-08-16,-7.0,Decrease
5251,2004-08-17,25.0,Increase
5242,2004-08-18,-9.0,Decrease
5233,2004-08-19,-9.0,Decrease
5205,2004-08-20,-28.0,Decrease
5146,2004-08-23,-59.0,Decrease
5160,2004-08-24,14.0,Increase
5189,2004-08-25,29.0,Increase
5239,2004-08-26,50.0,Increase
5206,2004-08-27,-33.0,Decrease
5223,2004-08-30,17.0,Increase
5258,2004-08-31,35.0,Increase
5321,2004-09-01,63.0,Increase
5191,2004-09-02,-130.0,Decrease
5197,2004-09-03,6.0,Increase
5197,2004-09-06,0.0,No Change
5239,2004-09-07,42.0,Increase
5289,2004-09-08,50.0,Increase
5286,2004-09-09,-3.0,Decrease
5321,2004-09-10,35.0,Increase
5388,2004-09-13,67.0,Increase
5432,2004-09-14,44.0,Increase
5454,2004-09-15,22.0,Increase
5458,2004-09-16,4.0,Increase
5564,2004-09-17,106.0,Increase
5569,2004-09-20,5.0,Increase
5588,2004-09-21,19.0,Increase
5647,2004-09-22,59.0,Increase
5677,2004-09-23,30.0,Increase
5470,2004-09-24,-207.0,Decrease
5481,2004-09-27,11.0,Increase
5468,2004-09-28,-13.0,Decrease
5566,2004-09-29,98.0,Increase
5440,2004-09-30,-126.0,Decrease
5221,2004-10-01,-219.0,Decrease
5189,2004-10-04,-32.0,Decrease
5224,2004-10-05,35.0,Increase
5230,2004-10-06,6.0,Increase
5250,2004-10-07,20.0,Increase
5274,2004-10-08,24.0,Increase
5274,2004-10-11,0.0,No Change
5352,2004-10-12,78.0,Increase
5375,2004-10-13,23.0,Increase
5459,2004-10-14,84.0,Increase
5458,2004-10-15,-1.0,Decrease
5460,2004-10-18,2.0,Increase
5497,2004-10-19,37.0,Increase
5531,2004-10-20,34.0,Increase
5576,2004-10-21,45.0,Increase
5585,2004-10-22,9.0,Increase
5510,2004-10-25,-75.0,Decrease
5507,2004-10-26,-3.0,Decrease
5396,2004-10-27,-111.0,Decrease
5409,2004-10-28,13.0,Increase
5440,2004-10-29,31.0,Increase
5347,2004-11-01,-93.0,Decrease
5281,2004-11-02,-66.0,Decrease
5281,2004-11-03,0.0,No Change
5150,2004-11-04,-131.0,Decrease
5136,2004-11-05,-14.0,Decrease
5122,2004-11-08,-14.0,Decrease
5155,2004-11-09,33.0,Increase
5184,2004-11-10,29.0,Increase
5185,2004-11-11,1.0,Increase
5190,2004-11-12,5.0,Increase
5167,2004-11-15,-23.0,Decrease
5174,2004-11-16,7.0,Increase
5121,2004-11-17,-53.0,Decrease
5149,2004-11-18,28.0,Increase
5147,2004-11-19,-2.0,Decrease
5297,2004-11-22,150.0,Increase
5370,2004-11-23,73.0,Increase
5245,2004-11-24,-125.0,Decrease
